ENTRYNUMBER,OBJECTNAME                         ,OBJECTTYPE        ,SERVERCONTROLCENTERREF,DOMAINNAMEREF,DATASETNAMEREF,STATUSPOINTREF,ANALOGPOINTREF,ACCUMPOINTREF,CMEPOINTREF,INTERPRETA,MAN,VCCACCESSSETREF,SEQ
36676,DMS_CASADIAB_SKI_IB                ,RealQ             ,1,             ,35,              ,197967,             ,           ,          ,   ,               ,
36724,DMS_CASADIAB_SKI_RB                ,StateQ            ,1,             ,41,242874,              ,             ,           ,          ,   ,               ,
36725,DMS_CASADIAB_TROUT_CB              ,StateQ            ,1,             ,41,242844,              ,             ,           ,          ,   ,               ,
36677,DMS_CASADIAB_TROUT_IB              ,RealQ             ,1,             ,35,              ,197971,             ,           ,          ,   ,               ,
36726,DMS_CHASE_MAGNOLIA_CB              ,StateQ            ,1,             ,41,239263,              ,             ,           ,          ,   ,               ,
36678,DMS_CHASE_MAGNOLIA_IB              ,RealQ             ,1,             ,35,              ,200757,             ,           ,          ,   ,               ,
36727,DMS_CHASE_MAGNOLIA_REC             ,StateQ            ,1,             ,41,248739,              ,             ,           ,          ,   ,               ,
36728,DMS_CORONA_PULASKI_CB              ,StateQ            ,1,             ,41,208933,              ,             ,           ,          ,   ,               ,
36679,DMS_CORONA_PULASKI_IB              ,RealQ             ,1,             ,35,              ,182581,             ,           ,          ,   ,               ,
36729,DMS_CORONA_PULASKI_REC             ,StateQ            ,1,             ,41,208896,              ,             ,           ,          ,   ,               ,
36730,DMS_CORONA_VASSAL_CB               ,StateQ            ,1,             ,41,208932,              ,             ,           ,          ,   ,               ,
36680,DMS_CORONA_VASSAL_IB               ,RealQ             ,1,             ,35,              ,182576,             ,           ,          ,   ,               ,
36731,DMS_CORONA_VASSAL_RB               ,StateQ            ,1,             ,41,208895,              ,             ,           ,          ,   ,               ,
36732,DMS_CULVER_MESMER_CB               ,StateQ            ,1,             ,41,118524,              ,             ,           ,          ,   ,               ,
36681,DMS_CULVER_MESMER_IB               ,RealQ             ,1,             ,35,              ,106241,             ,           ,          ,   ,               ,
36733,DMS_CULVER_MESMER_RB               ,StateQ            ,1,             ,41,118590,              ,             ,           ,          ,   ,               ,
36734,DMS_CULVER_STEVENS_CB              ,StateQ            ,1,             ,41,118528,              ,             ,           ,          ,   ,               ,
36682,DMS_CULVER_STEVENS_IB              ,RealQ             ,1,             ,35,              ,106266,             ,           ,          ,   ,               ,
36735,DMS_CULVER_STEVENS_RB              ,StateQ            ,1,             ,41,118594,              ,             ,           ,          ,   ,               ,
36736,DMS_DELANO_PORT_CB                 ,StateQ            ,1,             ,41,153614,              ,             ,           ,          ,   ,               ,
36683,DMS_DELANO_PORT_IB                 ,RealQ             ,1,             ,35,              ,140470,             ,           ,          ,   ,               ,
36737,DMS_DELANO_PORT_REC                ,StateQ            ,1,             ,41,153591,              ,             ,           ,          ,   ,               ,
36738,DMS_DELANO_WALLACE_CB              ,StateQ            ,1,             ,41,153615,              ,             ,           ,          ,   ,               ,
36684,DMS_DELANO_WALLACE_IB              ,RealQ             ,1,             ,35,              ,140475,             ,           ,          ,   ,               ,
36739,DMS_DELANO_WALLACE_REC             ,StateQ            ,1,             ,41,153592,              ,             ,           ,          ,   ,               ,
36740,DMS_HEMET_AGUANGA_CB               ,StateQ            ,1,             ,41,24915,              ,             ,           ,          ,   ,               ,
36685,DMS_HEMET_AGUANGA_IB               ,RealQ             ,1,             ,35,              ,228928,             ,           ,          ,   ,               ,
36741,DMS_HOMART_ALLSTATE_CB             ,StateQ            ,1,             ,41,43379,              ,             ,           ,          ,   ,               ,
36686,DMS_HOMART_ALLSTATE_IB             ,RealQ             ,1,             ,35,              ,207835,             ,           ,          ,   ,               ,
36742,DMS_HOMART_ALLSTATE_REC            ,StateQ            ,1,             ,41,43380,              ,             ,           ,          ,   ,               ,
36743,DMS_HOMART_DRESSEN_CB              ,StateQ            ,1,             ,41,43408,              ,             ,           ,          ,   ,               ,
36687,DMS_HOMART_DRESSEN_IB              ,RealQ             ,1,             ,35,              ,207856,             ,           ,          ,   ,               ,
36744,DMS_HOMART_DRESSEN_REC             ,StateQ            ,1,             ,41,43409,              ,             ,           ,          ,   ,               ,
36745,DMS_HOMART_URBITA_CB               ,StateQ            ,1,             ,41,43367,              ,             ,           ,          ,   ,               ,
36746,DMS_HOMART_URBITA_REC              ,StateQ            ,1,             ,41,43368,              ,             ,           ,          ,   ,               ,
36747,DMS_JEFRSN_BOHEMIA_CB              ,StateQ            ,1,             ,41,245625,              ,             ,           ,          ,   ,               ,
36689,DMS_JEFRSN_BOHEMIA_IB              ,RealQ             ,1,             ,35,              ,199353,             ,           ,          ,   ,               ,
36748,DMS_JEFRSN_BOHEMIA_REC             ,StateQ            ,1,             ,41,245626,              ,             ,           ,          ,   ,               ,
36749,DMS_JEFRSN_BORDER_CB               ,StateQ            ,1,             ,41,245668,              ,             ,           ,          ,   ,               ,
36690,DMS_JEFRSN_BORDER_IB               ,RealQ             ,1,             ,35,              ,199379,             ,           ,          ,   ,               ,
36750,DMS_JEFRSN_BORDER_REC              ,StateQ            ,1,             ,41,245669,              ,             ,           ,          ,   ,               ,
36751,DMS_JEFRSN_DANA_CB                 ,StateQ            ,1,             ,41,245641,              ,             ,           ,          ,   ,               ,
36691,DMS_JEFRSN_DANA_IB                 ,RealQ             ,1,             ,35,              ,199363,             ,           ,          ,   ,               ,
36752,DMS_JEFRSN_DANA_REC                ,StateQ            ,1,             ,41,245642,              ,             ,           ,          ,   ,               ,
36753,DMS_JEFRSN_GUINNESS_CB             ,StateQ            ,1,             ,41,42945,              ,             ,           ,          ,   ,               ,
36692,DMS_JEFRSN_GUINNESS_IB             ,RealQ             ,1,             ,35,              ,207664,             ,           ,          ,   ,               ,
36754,DMS_JEFRSN_GUINNESS_REC            ,StateQ            ,1,             ,41,42948,              ,             ,           ,          ,   ,               ,
36755,DMS_JEFRSN_LORNA_CB                ,StateQ            ,1,             ,41,245649,              ,             ,           ,          ,   ,               ,
36693,DMS_JEFRSN_LORNA_IB                ,RealQ             ,1,             ,35,              ,199368,             ,           ,          ,   ,               ,
36756,DMS_JEFRSN_LORNA_REC               ,StateQ            ,1,             ,41,245650,              ,             ,           ,          ,   ,               ,
36757,DMS_JEFRSN_MODELO_CB               ,StateQ            ,1,             ,41,3338,              ,             ,           ,          ,   ,               ,
36696,DMS_JEFRSN_MODELO_IB               ,RealQ             ,1,             ,35,              ,1110,             ,           ,          ,   ,               ,
36758,DMS_JEFRSN_MODELO_REC              ,StateQ            ,1,             ,41,3339,              ,             ,           ,          ,   ,               ,
36759,DMS_JEFRSN_NEW_CASTLE_CB           ,StateQ            ,1,             ,41,3330,              ,             ,           ,          ,   ,               ,
36694,DMS_JEFRSN_NEW_CASTLE_IB           ,RealQ             ,1,             ,35,              ,1105,             ,           ,          ,   ,               ,
36760,DMS_JEFRSN_NEW_CASTLE_REC          ,StateQ            ,1,             ,41,3331,              ,             ,           ,          ,   ,               ,
36761,DMS_JEFRSN_PACIFICA_CB             ,StateQ            ,1,             ,41,245617,              ,             ,           ,          ,   ,               ,
36695,DMS_JEFRSN_PACIFICA_IB             ,RealQ             ,1,             ,35,              ,199348,             ,           ,          ,   ,               ,
